id;name;initials;year
1371;Cuiabá;CUI;2023
262;Flamengo;FLA;2023
263;Botafogo;BOT;2023
264;Corinthians;COR;2023
265;Bahia;BAH;2023
266;Fluminense;FLU;2023
267;Vasco;VAS;2023
275;Palmeiras;PAL;2023
276;São Paulo;SAO;2023
277;Santos;SAN;2023
280;Bragantino;BGT;2023
282;Atlético-MG;CAM;2023
283;Cruzeiro;CRU;2023
284;Grêmio;GRE;2023
285;Internacional;INT;2023
290;Goiás;GOI;2023
293;Athlético-PR;CAP;2023
294;Coritiba;CFC;2023
327;América-MG;AME;2023
356;Fortaleza;FOR;2023
