atleta_id;rodada_id;clube_id;posicao_id;status_id;pontos_num;preco_num;variacao_num;media_num;jogos_num;minimo_para_valorizar;media_pontos_mandante;media_pontos_visitante;media_minutos_jogados;minutos_jogados;apelido;nome;foto;scout.G;scout.A;scout.FT;scout.FD;scout.FF;scout.FS;scout.PS;scout.DP;scout.SG;scout.DE;scout.DS;scout.PP;scout.I;scout.PI;scout.CA;scout.GS;scout.FC;scout.PC;scout.GC;scout.CV;year
42116;38;293;5;7;2.2;4.92;-0.79;2.79;18;6.52;;;;;Willian;Willian Gomes de Siqueira;https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO.png;4;0;1;3;6;5;0;0;0;0;7;0;2;0;0;0;12;0;0;0;2023
50353;38;356;3;7;2.4;7.6;-0.53;3.39;30;5.47;;;;;Titi;Christian Chagas Tarouco;https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png;0;1;0;1;3;29;0;0;9;0;47;0;1;0;10;0;34;3;0;0;2023
38545;38;266;4;7;1.7;2.82;0.45;1.04;19;-0.57;1.31;0.2;55.0;0.0;Felipe Melo;Felipe Melo de Carvalho;https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_3jDOHjM.png;2;0;0;0;2;9;0;0;0;0;11;0;0;0;8;0;12;1;0;1;2023
50317;38;266;3;6;0.0;5.37;0.0;2.78;16;1.9;;;;;David Braz;David Braz de Oliveira Filho;https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_kZuG4sE.png;0;0;0;2;3;6;0;0;6;0;9;0;0;0;1;0;10;0;0;0;2023
49675;38;276;5;5;0.0;3.98;0.0;1.95;9;0.28;;;23.0;19.0;Alexandre Pato;Alexandre Rodrigues da Silva;https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_44OJR08.png;2;0;0;1;2;4;0;0;0;0;1;1;2;0;0;0;1;0;0;0;2023
51413;38;1371;1;6;0.0;6.59;0.0;3.73;33;0.65;;;;;Walter;Walter Leandro Capeloza Artune;https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png;0;0;0;0;0;4;0;0;11;103;0;0;0;0;3;33;0;1;0;0;2023
51548;38;264;4;6;0.0;3.05;0.0;1.91;27;0.35;;;;;Giuliano;Giuliano Victor de Paula;https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ir8HBOO.png;1;0;0;3;9;16;0;0;0;0;26;0;0;0;2;0;14;0;0;0;2023
51772;38;262;4;6;1.7;8.61;0.16;3.11;30;1.2;2.31;3.97;57.0;79.0;Everton Ribeiro;Everton Augusto de Barros Ribeiro;https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png;3;4;1;5;5;39;0;0;0;0;22;0;1;0;3;0;17;1;0;0;2023
50347;38;282;5;6;0.0;3.91;-0.98;1.18;14;5.79;0.11;3.12;25.0;0.0;Alan Kardec;Alan Kardec de Sousa Pereira Júnior;https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png;1;1;0;0;5;4;0;0;0;0;1;0;3;0;1;0;8;0;0;0;2023
52253;38;282;3;6;0.0;3.98;0.0;3.04;9;1.63;;;;;Réver;Réver Humberto Alves Araújo;https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_AItHMX8.png;0;0;0;0;0;3;0;0;5;0;1;0;0;0;1;0;1;0;0;0;2023
37865;38;277;5;6;0.0;1.82;0.0;0.4;9;0.71;;;30.0;25.0;Bruno Mezenga;Bruno Ferreira Mombra Rosa;https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_arJY0Tn.png;0;0;0;1;3;3;0;0;0;0;2;0;2;0;1;0;9;0;0;0;2023
60852;38;1371;2;7;5.0;3.64;0.86;2.1;7;0.13;2.5;-0.15;42.0;27.0;Uendel;Uendel Pereira Gonçalves;https://s.sde.globo.com/media/person_role/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png;0;0;0;0;1;1;0;0;3;0;0;0;0;0;1;0;2;0;0;0;2023
93882;38;280;1;7;1.0;6.73;-0.67;4.26;31;4.8;;;;;Cleiton;Cleiton Schwengber;https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png;0;0;0;0;1;7;0;0;15;84;0;0;0;0;5;26;1;0;0;1;2023
62977;38;266;4;7;3.3;10.33;-0.12;3.82;26;4.23;;;;;Ganso;Paulo Henrique Chagas de Lima;https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png;3;6;1;4;6;31;0;0;0;0;21;0;1;0;4;0;14;0;0;0;2023
38279;38;327;5;6;0.0;2.69;0.0;0.69;10;0.47;1.16;-0.32;26.0;0.0;Wellington Paulista;Wellington Pereira do Nascimento;https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_XcRG22X.png;1;0;0;2;7;1;0;0;0;0;0;1;2;0;1;0;5;0;0;1;2023
110698;38;293;1;6;0.0;3.0;0.0;0.0;0;;;;;;Mycael;Mycael Pontes Moreira;https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023
63013;38;275;2;7;1.2;6.45;-0.72;5.72;20;5.03;;;;;Marcos Rocha;Marcos Luis Rocha Aquino;https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png;1;1;0;0;3;12;0;0;12;0;34;0;1;0;1;0;19;1;0;0;2023
63289;38;282;4;7;1.9;5.01;-0.13;1.97;28;2.84;;;;;Edenílson;Edenílson Andrade dos Santos;https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_Nf8iNxS.png;1;2;1;2;2;15;0;0;0;0;24;0;0;0;1;0;18;0;0;0;2023
51042;38;290;2;6;0.0;3.98;0.0;1.56;13;-0.42;2.27;0.73;32.0;41.0;Apodi;Luiz Diallison de Souza Alves;https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_B149DKg.png;1;0;0;5;2;2;1;0;1;0;4;0;5;0;3;0;12;0;0;0;2023
68685;38;285;4;7;7.4;9.84;0.96;3.6;34;2.05;;;;;Alan Patrick;Alan Patrick Lourenço;https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png;4;5;1;9;23;57;0;0;0;0;17;0;5;0;6;0;31;0;0;0;2023
68708;38;263;4;7;3.7;12.44;0.66;4.2;33;0.42;;;;;Eduardo;Carlos Eduardo de Oliveira Alves;https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png;6;6;2;13;11;49;0;0;0;0;20;0;0;0;5;0;33;0;0;1;2023
52827;38;262;3;6;0.0;7.06;0.0;3.5;15;4.53;;;75.0;58.0;David Luiz;David Luiz Moreira Marinho;https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8l0cfjh.png;1;1;0;2;2;3;0;0;5;0;12;0;0;0;1;0;15;0;0;0;2023
60793;38;267;4;6;0.0;5.33;0.0;2.42;21;0.35;3.36;1.58;60.0;49.0;Alex Teixeira;Alex Teixeira Santos;https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_95Ip8xR.png;1;3;0;6;10;23;0;0;0;0;9;0;10;0;1;0;25;0;0;0;2023
68727;38;277;2;7;-0.1;3.51;0.01;1.75;18;0.18;;;;;Dodô;José Rodolfo Pires Ribeiro;https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_V85ED0Q.png;0;1;0;0;3;8;0;0;0;0;25;0;3;0;4;0;15;1;0;0;2023
70944;38;285;4;7;0.9;6.98;-0.03;2.34;20;1.44;2.89;1.89;60.0;74.0;Bruno Henrique;Bruno Henrique Corsini;https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png;2;0;1;5;4;24;0;0;0;0;15;0;0;0;3;0;28;0;0;0;2023
61188;38;283;5;6;0.0;7.86;0.0;2.8;20;2.46;;;61.0;50.0;Gilberto;Gilberto Oliveira Souza Júnior;https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png;3;1;0;6;19;11;0;0;0;0;8;0;4;0;4;0;20;0;0;0;2023
60825;38;327;5;6;0.0;5.48;0.0;3.24;28;0.94;;;;;Felipe Azevedo;Felipe Azevedo dos Santos;https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_A1IjqkB.png;4;1;2;11;14;30;0;0;0;0;15;0;4;0;2;0;24;0;0;0;2023
68923;38;264;3;7;10.3;7.67;1.4;3.92;31;1.96;;;;;Gil;Carlos Gilberto do Nascimento Silva;https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png;2;2;0;10;10;8;0;0;9;0;37;0;5;0;9;0;29;0;0;0;2023
68928;38;276;1;7;7.0;8.6;1.42;3.54;32;-0.93;;;;;Rafael;Rafael Pires Monteiro;https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png;0;0;0;0;0;4;0;0;13;79;1;0;0;0;1;33;0;0;0;0;2023
68872;38;275;1;6;0.0;6.17;0.0;4.83;3;4.25;;;102.0;102.0;Marcelo Lomba;Marcelo Lomba do Nascimento;https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_3F3hUdw.png;0;0;0;0;0;1;0;0;1;12;0;0;0;0;0;3;0;0;0;0;2023
61106;38;265;2;6;1.0;3.45;0.19;2.83;12;-0.43;;;75.0;69.0;Cicinho;Neuciano de Jesus Gusmão;https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o4R14ec.png;0;0;1;2;1;13;0;0;3;0;14;0;0;0;4;0;22;0;0;0;2023
68952;38;356;5;7;10.5;5.51;1.32;3.37;23;2.43;3.16;2.94;53.0;21.0;Marinho;Mário Sérgio Santos Costa;https://s.sde.globo.com/media/person_role/2023/06/20/photo_FORMATO.png;2;1;0;10;16;61;3;0;0;0;13;1;7;0;6;0;22;0;0;0;2023
68920;38;275;5;5;0.0;14.16;0.0;6.04;14;3.49;;;83.0;42.0;Dudu;Eduardo Pereira Rodrigues;https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_dKDb4Xe.png;3;3;1;7;11;40;0;0;0;0;7;0;3;0;0;0;9;0;0;0;2023
63011;38;277;2;6;0.0;2.91;0.0;1.78;4;3.91;;;43.0;28.0;Júnior Caiçara;Uilson de Souza Paula Júnior;https://s.sde.globo.com/media/person_role/2023/08/30/photo_FORMATO_1gWYyfL.png;0;0;0;0;0;1;0;0;1;0;3;0;1;0;1;0;3;0;0;0;2023
69010;38;1371;1;7;8.0;3.42;1.02;2.67;3;2.08;-2.0;2.0;102.0;99.0;João Carlos;João Carlos Heidemann;https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_uMDsJVm.png;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;4;0;0;0;0;2023
68940;38;283;1;7;3.0;10.16;-0.57;3.82;34;6.41;;;;;Rafael Cabral;Rafael Cabral Barbosa;https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png;0;0;0;0;0;6;0;0;13;94;1;0;0;0;3;30;0;1;0;0;2023
63354;38;285;3;3;0.0;2.82;0.0;1.26;7;0.9;;;78.0;101.0;Rodrigo Moledo;Rodrigo Modesto da Silva Moledo;https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_oiE27eL.png;0;0;0;1;0;3;0;0;1;0;4;0;1;0;3;0;2;0;0;0;2023
69012;38;262;1;6;0.0;9.47;0.0;3.25;6;7.4;;;;;Santos;Aderbar Melo dos Santos Neto;https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4U42mWk.png;0;0;0;0;0;1;0;0;2;17;0;0;0;0;0;8;0;0;0;0;2023
63058;38;294;4;7;0.0;2.8;-0.19;0.97;15;1.39;1.92;-0.15;69.0;82.0;Willian Farias;Willian Roberto Farias;https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_n93P5Hb.png;0;0;0;0;4;7;0;0;0;0;15;0;0;0;3;0;14;0;0;1;2023
63024;38;294;4;6;0.0;3.7;0.0;1.04;15;1.98;0.89;1.18;40.0;0.0;Fransérgio;Fransérgio Rodrigues Barbosa;https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_W0RxoOj.png;0;0;0;1;6;7;0;0;0;0;8;0;1;0;1;0;8;0;0;0;2023
68942;38;283;3;7;0.7;6.57;-0.7;3.3;33;4.84;;;;;Luciano Castán;Luciano Castán da Silva;https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png;1;0;0;7;9;20;0;0;13;0;21;0;1;0;7;0;25;0;0;0;2023
69063;38;276;4;5;0.0;9.3;0.0;2.81;11;2.76;3.98;1.4;57.0;70.0;James Rodríguez;James David Rodríguez Rubio;https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_XQ6h0ek.png;1;2;1;2;6;7;0;0;0;0;5;1;1;0;0;0;9;0;0;0;2023
69014;38;266;3;3;0.0;5.19;0.0;1.97;6;1.6;;;56.0;99.0;Manoel;Manoel Messias Silva Carvalho;https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_epjDNmT.png;0;0;0;0;0;1;0;0;2;0;3;0;0;0;1;0;1;1;0;0;2023
69051;38;265;1;6;0.0;3.42;0.0;6.0;1;4.71;;;38.0;38.0;Danilo Fernandes;Danilo Fernandes Batista;https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JIPzPHq.png;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;0;0;2023
69040;38;277;1;6;0.0;1.51;0.0;-1.0;3;-4.4;;;76.0;92.0;Vladimir;Vladimir Orlando Cardoso de Araújo Filho;https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_nxWv2qc.png;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;13;0;0;0;1;2023
69165;38;262;3;7;0.4;3.71;-0.39;2.87;7;2.12;;;65.0;85.0;Pablo;Pablo Nascimento Castro;https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PlvYQAE.png;0;0;0;2;0;2;0;0;3;0;4;0;0;0;1;0;7;0;0;0;2023
69325;38;285;4;7;1.1;6.76;-0.55;1.82;22;4.58;;;;;Aránguiz;Charles Mariano Aránguiz Sandoval;https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png;0;1;0;1;10;18;0;0;0;0;21;0;1;0;3;0;18;0;0;0;2023
68917;38;290;5;6;0.0;6.65;0.0;2.38;23;3.05;;;;;Vinicius;Vinicius Santos Silva;https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png;0;2;1;8;15;14;0;0;0;0;17;0;4;0;1;0;20;0;0;0;2023
68770;38;277;4;6;0.0;1.95;0.0;0.73;11;1.61;1.15;0.63;55.0;47.0;Camacho;Guilherme de Aguiar Camacho;https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png;0;0;0;0;0;3;0;0;0;0;15;0;1;0;3;0;18;0;0;1;2023
69318;38;284;5;7;18.8;19.52;0.89;9.66;32;12.57;;;;;Luis Suárez;Luis Alberto Suárez Díaz;https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png;16;11;8;35;42;71;1;0;0;0;11;1;24;0;8;0;31;0;0;0;2023
68895;38;1371;5;6;0.0;4.43;0.0;2.57;29;1.12;2.34;2.77;52.0;20.0;Wellington Silva;Wellington Alves da Silva;https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png;1;2;0;5;6;39;0;0;0;0;26;0;3;0;1;0;13;0;0;0;2023
69355;38;267;4;7;-1.0;3.26;-0.23;0.57;17;0.59;;;;;Medel;Gary Alexis Medel Soto;https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_ciMordA.png;0;0;0;0;0;3;0;0;0;0;16;0;0;0;5;0;10;0;0;1;2023
68991;38;356;4;6;4.4;6.62;-0.08;3.75;18;4.65;3.78;3.61;63.0;94.0;Lucas Sasha;Lucas Pacheco Affini;https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png;0;1;0;1;3;14;0;0;0;0;53;0;2;0;3;0;29;0;0;0;2023
69102;38;282;5;6;0.0;4.1;0.0;1.24;12;1.44;;;45.0;38.0;Vargas;Eduardo Jesús Vargas Rojas;https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_bAmWcZL.png;1;0;0;2;2;4;1;0;0;0;4;0;0;0;3;0;7;0;0;0;2023
70164;38;276;5;6;0.0;10.16;0.0;3.24;13;1.76;;;;;Lucas Moura;Lucas Rodrigues Moura da Silva;https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_qMfh0Wo.png;1;0;1;4;7;29;0;0;0;0;8;0;0;0;0;0;8;1;0;0;2023
69022;38;293;5;6;0.0;3.44;0.0;0.6;4;1.34;;;29.0;64.0;Marcelo Cirino;Marcelo Cirino da Silva;https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7POtFfh.png;0;0;0;0;1;2;0;0;0;0;2;0;2;0;1;0;2;0;0;0;2023
70171;38;263;2;5;0.0;6.7;0.0;5.16;9;6.67;;;65.0;30.0;Rafael;Rafael Pereira da Silva;https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png;0;0;0;1;0;5;0;0;5;0;22;0;0;0;2;0;12;0;0;1;2023
70172;38;284;2;6;0.0;4.72;0.0;2.36;14;5.3;;;;;Fábio;Fábio Pereira da Silva;https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png;0;2;0;0;2;5;0;0;1;0;19;0;0;0;5;0;13;0;0;0;2023
69138;38;293;5;5;0.0;10.59;0.0;4.69;24;2.12;;;65.0;19.0;Pablo;Pablo Felipe Teixeira;https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png;7;2;1;7;20;19;0;0;0;0;17;0;12;0;3;0;22;0;0;0;2023
70449;38;294;1;6;0.0;6.55;0.0;3.28;30;11.69;;;;;Gabriel;Gabriel Vasconcelos Ferreira - Vasconcellos;https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mJVxu6R.png;0;1;0;0;0;3;0;1;6;116;0;0;0;0;3;58;0;0;0;0;2023
81881;38;356;1;7;4.0;7.93;-0.25;3.55;30;5.39;;;;;João Ricardo;João Ricardo Riedi;https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png;0;0;0;0;0;10;0;2;8;89;0;0;0;0;5;36;0;1;0;0;2023
69034;38;264;4;5;0.0;4.5;0.0;2.1;4;3.47;;;44.0;100.0;Paulinho;José Paulo Bezerra Maciel Júnior;https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_6LHiiMD.png;0;0;0;0;1;2;0;0;0;0;6;0;0;0;0;0;2;0;0;0;2023
70666;38;1371;3;7;6.7;8.34;0.73;3.61;34;2.53;;;;;Marllon;Marllon Gonçalves Jerônimo Borges;https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png;1;1;0;3;7;15;0;0;12;0;41;0;1;0;7;0;26;1;0;0;2023
70788;38;285;5;7;7.7;11.18;0.99;5.51;22;2.1;;;;;Enner Valencia;Enner Remberto Valencia Lastra;https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png;9;1;1;16;19;30;1;0;0;0;7;1;22;0;4;0;24;0;0;0;2023
69189;38;290;3;6;0.0;2.65;0.0;2.0;18;1.6;1.71;2.22;64.0;68.0;Sidimar;Sidimar Fernando Cigolini;https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_o9GWoGq.png;0;0;0;1;5;8;0;0;5;0;8;0;2;0;2;0;9;0;1;0;2023
70360;38;280;5;7;-1.0;10.94;-1.12;5.3;32;5.73;;;;;Eduardo Sasha;Eduardo Colcenti Antunes;https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png;11;3;3;14;22;40;0;0;0;0;12;0;9;0;4;0;22;0;0;0;2023
71684;38;275;3;7;2.2;9.4;-0.56;4.1;32;5.51;;;;;Gustavo Gómez;Gustavo Raúl Gómez Portillo;https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png;2;2;1;4;12;23;0;0;11;0;41;0;9;0;10;0;37;0;0;2;2023
71227;38;267;3;7;4.8;6.45;0.29;4.38;16;2.95;;;;;Maicon;Maicon Pereira Roque;https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png;0;2;0;2;1;5;0;0;7;0;21;0;0;0;3;0;9;0;0;0;2023
69686;38;284;5;6;0.0;3.67;-0.35;0.64;13;2.24;1.11;0.08;49.0;40.0;João Pedro Galvão;João Pedro Geraldino dos Santos Galvão;https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_Vrax1Kc.png;0;0;0;0;4;9;0;0;0;0;6;0;3;0;1;0;18;0;0;0;2023
